slug,name,family,family_slug,category_id,category_name_pl,category_name_en,weight,weight_gsm,composition,weave,weave_type,fibers,properties,norms,descriptor_pl,descriptor_en,specification_pl,specification_en,description_pl,primary_application_id,primary_application_pl,primary_application_en,primary_application_confidence,secondary_application_id,secondary_application_pl,secondary_application_en,secondary_application_confidence,hero_image_url,product_url_pl,product_url_en,family_url_pl,family_url_en,data_sheet_urls,certificate_urls,source_record_url,colors_count,parameters_count
arwowear-t1-flame-pro,ArWoWear T1 Flame Pro,ArWoWear Flame Pro,arwowear-flame-pro,fr-workwear,Trudnopalne robocze,FR workwear,220 g/m²,220,100% CO,2/1S Twill,twill,co,fr|wash-100,EN ISO 11612|OEKO-TEX 100,"100% Cotton Twill, tkanina trudnopalna, 220 g/m²","100% Cotton Twill, Flame Retardant Fabric, 220 gr/m'2","220 g/m², 100% Cotton, barwiona w kadzi, trudnopalna (odporność na 100 prań), tkanina w splocie 2/1S Twill","220 g/m², 100% Cotton, VAT Dyed, Flame Retardant (100 Wash Resistant), 2/1S Twill Fabric","ArWoWear T1 Flame Pro to lekka tkanina trudnopalna do odzieży roboczej o gramaturze 220 g/m², wykonana w 100% z bawełny, barwionej w kadzi. || Posiada właściwości trudnopalne potwierdzone certyfikatem EN ISO 11612. || Stosowana przede wszystkim jako trudnopalna podszewka. || Zachowuje trwałość właściwości użytkowych przez co najmniej 100 prań.",workwear-industrial,Odzież robocza i przemysłowa,Workwear and industrial apparel,72,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t1-flame-pro/images/arwowear-t1-flame-pro-main-pic-m__556574ec98.jpg,https://ariteks.pl/fabrics/arwowear-flame-pro/arwowear-t1-flame-pro,https://ariteks.pl/en/fabrics/arwowear-flame-pro/arwowear-t1-flame-pro,https://ariteks.pl/fabrics/arwowear-flame-pro,https://ariteks.pl/en/fabrics/arwowear-flame-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t1-flame-pro/documents/arwowear-t1-flame-pro-ds__f099ae21c8.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t1-flame-pro/documents/iso15025-100-wash__520b8f010b.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t1-flame-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t1-flame-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t1-flame-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t1-flame-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t1-flame-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t1-flame-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t1-flame-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t1-flame-pro/data/fabric-complete-record.json,7,21
arwowear-t2-flame-pro,ArWoWear T2 Flame Pro,ArWoWear Flame Pro,arwowear-flame-pro,fr-workwear,Trudnopalne robocze,FR workwear,260 g/m²,260,100% CO,3/1S Twill,twill,co,fr|arc|molten-metal|wash-100,EN ISO 11612|EN ISO 11611|EN 61482|OEKO-TEX 100,"100% Cotton Twill, tkanina trudnopalna, 260 g/m²","100% Cotton Twill, Flame Retardant Fabric, 260 gr/m'2","260 g/m², 100% Cotton, barwiona w kadzi, trudnopalna (odporna na 100 prań), tkanina w splocie 3/1S Twill","260 g/m², 100% Cotton, VAT Dyed, Flame Retardant (100 Wash Resistant), 3/1S Twill Fabric","ArWoWear T2 Flame Pro to lekka tkanina robocza o gramaturze 260 g/m², wykonana w 100% z Cotton, barwiona w kadzi, o właściwościach trudnopalnych. || Posiada właściwości trudnopalne potwierdzone certyfikatami EN ISO 11612 oraz EN ISO 11611. || Zachowuje trwałość do 100 prań.",welding,Hutnictwo i spawalnictwo,Metallurgy and welding,85,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t2-flame-pro/images/arwowear-t2-flame-pro-main-pic-m__4aa0563808.jpg,https://ariteks.pl/fabrics/arwowear-flame-pro/arwowear-t2-flame-pro,https://ariteks.pl/en/fabrics/arwowear-flame-pro/arwowear-t2-flame-pro,https://ariteks.pl/fabrics/arwowear-flame-pro,https://ariteks.pl/en/fabrics/arwowear-flame-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t2-flame-pro/documents/arwowear-t2-flame-pro-ds__26ccc80f68.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t2-flame-pro/documents/certificate-arwowear-t2-11612__2f5a45d44a.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t2-flame-pro/documents/test-report-arwowear-t2-11612__7f7bcdd6fc.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t2-flame-pro/documents/iso15025-50-wash__c9f36ed054.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t2-flame-pro/documents/iso15025-100-wash__520b8f010b.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t2-flame-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t2-flame-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t2-flame-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t2-flame-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t2-flame-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t2-flame-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t2-flame-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t2-flame-pro/data/fabric-complete-record.json,7,24
arwowear-t11-flame-pro,ArWoWear T11 Flame Pro,ArWoWear Flame Pro,arwowear-flame-pro,fr-workwear,Trudnopalne robocze,FR workwear,360 g/m²,360,100% CO,3/1S Twill,twill,co,fr|arc|molten-metal|wash-100,EN ISO 11612|EN ISO 11611|EN 61482|OEKO-TEX 100,"100% Bawełna Skos, Tkanina Trudnopalna, 360 g/m²","100% Cotton Twill, Flame Retardant Fabric, 360 gr/m'2","360 g/m², 100% CO, Barwiona Barwnikami Kadziowymi, Trudnopalna (Odporność do 100 Prań), Tkanina w Splocie 3/1S Skos","360 g/m², 100% Cotton, VAT Dyed, Flame Retardant (100 Wash Resistant), 3/1S Twill Fabric","ArWoWear T11 Flame Pro to ciężka tkanina robocza o gramaturze 360 g/m², wykonana w 100% z bawełny, barwiona barwnikami kadziowymi, o właściwościach trudnopalnych. || Posiada właściwości trudnopalne potwierdzone certyfikatami EN ISO 11612 oraz EN ISO 11611. || Zachowuje trwałość właściwości ochronnych przez co najmniej 100 cykli prania.",workwear-industrial,Odzież robocza i przemysłowa,Workwear and industrial apparel,62,welding,Hutnictwo i spawalnictwo,Metallurgy and welding,70,https://ariteks.pl/ariteks/fabrics/arwowear-t11-flame-pro/images/arwowear-t11-flame-pro-main-pic-m__546b55a271.jpg,https://ariteks.pl/fabrics/arwowear-flame-pro/arwowear-t11-flame-pro,https://ariteks.pl/en/fabrics/arwowear-flame-pro/arwowear-t11-flame-pro,https://ariteks.pl/fabrics/arwowear-flame-pro,https://ariteks.pl/en/fabrics/arwowear-flame-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t11-flame-pro/documents/arwowear-t11-flame-pro-ds__aa502d3067.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t11-flame-pro/documents/certificate-en11611-en11612__8246925db8.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t11-flame-pro/documents/161120925-test-report__ec8d5a8db5.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t11-flame-pro/documents/iso15025-50-wash__c9f36ed054.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t11-flame-pro/documents/iso15025-100-wash__520b8f010b.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t11-flame-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t11-flame-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t11-flame-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t11-flame-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t11-flame-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t11-flame-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t11-flame-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t11-flame-pro/data/fabric-complete-record.json,7,24
arwowear-t12-flame-pro,ArWoWear T12 Flame Pro,ArWoWear Flame Pro,arwowear-flame-pro,fr-workwear,Trudnopalne robocze,FR workwear,450 g/m²,450,100% CO,3/1S Twill,twill,co,fr|arc|molten-metal|wash-100,EN ISO 11612|EN ISO 11611|EN 61482|OEKO-TEX 100,"Tkanina trudnopalna 100% bawełna satyna, 450 g/m²","100% Cotton Satin, Flame Retardant Fabric, 450 gr/m'2","450 g/m², 100% CO, barwiona w kadzi, trudnopalna (odporna na 100 prań), tkanina w splocie satynowym 4/1","450 g/m², 100% Cotton, VAT Dyed, Flame Retardant (100 Wash Resistant), 4/1 Satin Fabric","ArWoWear T12 Flame Pro to ciężka tkanina robocza o gramaturze 450 g/m², wykonana w 100% z bawełny, barwiona w kadzi, o właściwościach trudnopalnych. || Posiada właściwości trudnopalne potwierdzone certyfikatami EN ISO 11612 oraz EN ISO 11611. || Zachowuje trwałość przez 100 cykli prania. Przeznaczona dla spawaczy stoczniowych pracujących w zimnym klimacie.",welding,Hutnictwo i spawalnictwo,Metallurgy and welding,95,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t12-flame-pro/images/arwowear-t12-flame-pro-main-pic-m__5608d0b8aa.jpg,https://ariteks.pl/fabrics/arwowear-flame-pro/arwowear-t12-flame-pro,https://ariteks.pl/en/fabrics/arwowear-flame-pro/arwowear-t12-flame-pro,https://ariteks.pl/fabrics/arwowear-flame-pro,https://ariteks.pl/en/fabrics/arwowear-flame-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t12-flame-pro/documents/arwowear-t12-flame-pro-ds__fe8393cfa0.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t12-flame-pro/documents/certificate-en11611-en11612__8246925db8.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t12-flame-pro/documents/161120925-test-report__ec8d5a8db5.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t12-flame-pro/documents/iso15025-50-wash__c9f36ed054.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t12-flame-pro/documents/iso15025-100-wash__520b8f010b.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t12-flame-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t12-flame-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t12-flame-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t12-flame-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t12-flame-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t12-flame-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t12-flame-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t12-flame-pro/data/fabric-complete-record.json,4,24
arwowear-t13-flame-pro,ArWoWear T13 Flame Pro,ArWoWear Flame Pro,arwowear-flame-pro,fr-workwear,Trudnopalne robocze,FR workwear,520 g/m²,520,100% CO,Satin,satin,co,fr|arc|molten-metal|wash-100,EN ISO 11612|EN ISO 11611|EN 61482|OEKO-TEX 100,"100% Bawełna Satyna, Tkanina Trudnopalna, 520 g/m²","100% Cotton Satin, Flame Retardant Fabric, 520 gr/m'2","520 g/m², 100% CO, Barwiona w Kadzi, Trudnopalna (Trwałość do 100 Prań), Tkanina Satynowa 5/2","520 g/m², 100% Cotton, VAT Dyed, Flame Retardant (100 Wash Resistant), 5/2 Satin Fabric","ArWoWear T13 Flame Pro to ciężka tkanina do odzieży roboczej o gramaturze 520 g/m², wykonana w 100% z bawełny, barwiona w kadzi, o właściwościach trudnopalnych. || Posiada funkcję trudnopalności potwierdzoną certyfikatami EN ISO 11612 oraz EN ISO 11611. || Zachowuje właściwości trudnopalne przez co najmniej 100 prań. Przeznaczona dla spawaczy stoczniowych pracujących w zimnym klimacie.",welding,Hutnictwo i spawalnictwo,Metallurgy and welding,92,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t13-flame-pro/images/arwowear-t13-flame-pro-main-pic-m__0a53a19f71.jpg,https://ariteks.pl/fabrics/arwowear-flame-pro/arwowear-t13-flame-pro,https://ariteks.pl/en/fabrics/arwowear-flame-pro/arwowear-t13-flame-pro,https://ariteks.pl/fabrics/arwowear-flame-pro,https://ariteks.pl/en/fabrics/arwowear-flame-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t13-flame-pro/documents/arwowear-t13-flame-pro-ds__f6767a20cc.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t13-flame-pro/documents/certificate-en11611-en11612__8246925db8.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t13-flame-pro/documents/161120925-test-report__ec8d5a8db5.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t13-flame-pro/documents/iso15025-50-wash__c9f36ed054.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t13-flame-pro/documents/iso15025-100-wash__520b8f010b.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t13-flame-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t13-flame-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t13-flame-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t13-flame-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t13-flame-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t13-flame-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t13-flame-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t13-flame-pro/data/fabric-complete-record.json,4,24
arwowear-t20-flame-pro,ArWoWear T20 Flame Pro,ArWoWear Flame Pro,arwowear-flame-pro,fr-workwear,Trudnopalne robocze,FR workwear,260 g/m²,260,80% CO 20% PES,3/1S Twill,twill,co|pes,fr|arc|molten-metal|wash-100,EN ISO 11612|EN ISO 11611|EN 61482|OEKO-TEX 100,"80% Bawełna 20% Poliester, Tkanina Trudnopalna, 260 g/m²","80% Cotton 20% Polyester, Flame Retardant Fabric , 260 gr/m'2","260 g/m², 80% Bawełna 20% Poliester, Barwiona Barwnikami Kadziowymi, Trudnopalna (Trwałość do 100 Prań), Tkanina w Splocie Skośnym 3/1S","260 g/m², 80% Cotton 20% Polyester, VAT Dyed, Flame Retardant (100 Wash Resistant), 3/1S Twill Fabric","ArWoWear T20 Flame Pro to lekka tkanina trudnopalna do odzieży roboczej o gramaturze 260 g/m², wykonana w składzie 80% bawełna 20% poliester, barwiona barwnikami kadziowymi. || Posiada właściwości trudnopalne potwierdzone certyfikatami EN ISO 11612 oraz EN ISO 11611. || Zachowuje trwałość właściwości do 100 cykli prania.",welding,Hutnictwo i spawalnictwo,Metallurgy and welding,85,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t20-flame-pro/images/arwowear-t20-flame-pro-main-pic-m__9c8e1bfeeb.jpg,https://ariteks.pl/fabrics/arwowear-flame-pro/arwowear-t20-flame-pro,https://ariteks.pl/en/fabrics/arwowear-flame-pro/arwowear-t20-flame-pro,https://ariteks.pl/fabrics/arwowear-flame-pro,https://ariteks.pl/en/fabrics/arwowear-flame-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t20-flame-pro/documents/arwowear-t20-flame-pro-ds__280a09aac1.pdf,,https://ariteks.pl/ariteks/fabrics/arwowear-t20-flame-pro/data/fabric-complete-record.json,10,24
arwowear-t21-flame-pro,ArWoWear T21 Flame Pro,ArWoWear Flame Pro,arwowear-flame-pro,fr-workwear,Trudnopalne robocze,FR workwear,330 g/m²,330,80% CO 20% PES,3/1S Twill,twill,co|pes,fr|arc|molten-metal|wash-100,EN ISO 11612|EN ISO 11611|EN 61482|OEKO-TEX 100,"80% Bawełna 20% Poliester, Tkanina Trudnopalna, 330 g/m²","80% Cotton 20% Polyester, Flame Retardant Fabric , 330 gr/m'2","330 g/m², 80% Bawełna 20% Poliester, Barwiona Barwnikami Kadziowymi, Trudnopalna (Trwałość do 100 Prań), Tkanina w Splocie Skośnym 3/1S","330 g/m², 80% Cotton 20% Polyester, VAT Dyed, Flame Retardant (100 Wash Resistant), 3/1S Twill Fabric","ArWoWear T21 Flame Pro to ciężka tkanina do odzieży roboczej o gramaturze 330 g/m², wykonana w składzie 80% bawełna / 20% poliester, barwiona barwnikami kadziowymi, o właściwościach trudnopalnych. || Posiada funkcję trudnopalności potwierdzoną certyfikatami EN ISO 11612 oraz EN ISO 11611. || Zachowuje właściwości trudnopalne przez 100 cykli prania.",welding,Hutnictwo i spawalnictwo,Metallurgy and welding,88,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t21-flame-pro/images/arwowear-t21-flame-pro-main-pic-m__c7051ce1b1.jpg,https://ariteks.pl/fabrics/arwowear-flame-pro/arwowear-t21-flame-pro,https://ariteks.pl/en/fabrics/arwowear-flame-pro/arwowear-t21-flame-pro,https://ariteks.pl/fabrics/arwowear-flame-pro,https://ariteks.pl/en/fabrics/arwowear-flame-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t21-flame-pro/documents/arwowear-t21-flame-pro-ds__0cbf7c188f.pdf,,https://ariteks.pl/ariteks/fabrics/arwowear-t21-flame-pro/data/fabric-complete-record.json,10,24
arwowear-t30-flame-pro,ArWoWear T30 Flame Pro,ArWoWear Flame Pro,arwowear-flame-pro,fr-workwear,Trudnopalne robocze,FR workwear,260 g/m²,260,90% CO 10% PA,3/1S Twill,twill,co|pa66,fr|arc|molten-metal|wash-100,EN ISO 11612|EN ISO 11611|EN 61482|OEKO-TEX 100,"90% Bawełna 10% Poliamid, Tkanina Trudnopalna, 260 g/m²","90% Cotton 10% Polyamide, Flame Retardant Fabric, 260 gr/m'2","260 g/m², 90% Bawełna 10% Poliamid, Barwiona Barwnikami Kadziowymi, Trudnopalna (Odporność do 100 Prań), Tkanina w Splocie Skośnym 3/1S","260 g/m², 90% Cotton 10% Polyamide, VAT Dyed, Flame Retardant (100 Wash Resistant), 3/1S Twill Fabric","ArWoWear T30 Flame Pro to lekka tkanina trudnopalna do odzieży roboczej o gramaturze 260 g/m², wykonana w 90% z bawełny i w 10% z poliamidu, barwiona barwnikami kadziowymi. || Posiada właściwości trudnopalne potwierdzone certyfikatami EN ISO 11612 oraz EN ISO 11611. || Zachowuje trwałość przez co najmniej 100 cykli prania.",welding,Hutnictwo i spawalnictwo,Metallurgy and welding,85,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t30-flame-pro/images/arwowear-t30-flame-pro-main-pic-m__1d5407d8de.jpg,https://ariteks.pl/fabrics/arwowear-flame-pro/arwowear-t30-flame-pro,https://ariteks.pl/en/fabrics/arwowear-flame-pro/arwowear-t30-flame-pro,https://ariteks.pl/fabrics/arwowear-flame-pro,https://ariteks.pl/en/fabrics/arwowear-flame-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t30-flame-pro/documents/arwowear-t30-flame-pro-ds__4dc5e226ca.pdf,,https://ariteks.pl/ariteks/fabrics/arwowear-t30-flame-pro/data/fabric-complete-record.json,10,24
arwowear-t31-flame-pro,ArWoWear T31 Flame Pro,ArWoWear Flame Arc Pro,arwowear-flame-arc-pro,fr-workwear,Trudnopalne robocze,FR workwear,330 g/m²,330,90% CO 10% PA,3/1S Twill,twill,co|pa66,fr|arc|molten-metal|wash-100,EN ISO 11612|EN ISO 11611|EN 61482|OEKO-TEX 100,"90% Bawełna 10% Poliamid, Tkanina Trudnopalna, 330 g/m²","90% Cotton 10% Polyamide, Flame Retardant Fabric, 330 gr/m'2","330 g/m², 90% Bawełna 10% Poliamid, Barwiona Barwnikami Kadziowymi, Trudnopalna (Odporność do 100 Prań), Tkanina w Splocie Skośnym 3/1S","330 g/m², 90% Cotton 10% Polyamide, VAT Dyed, Flame Retardant (100 Wash Resistant), 3/1S Twill Fabric","ArWoWear T31 Flame Pro to ciężka tkanina do odzieży roboczej o gramaturze 330 g/m², wykonana w 90% z bawełny i w 10% z poliamidu, barwiona barwnikami kadziowymi, o właściwościach trudnopalnych. || Posiada funkcję trudnopalności potwierdzoną certyfikatami EN ISO 11612 oraz EN ISO 11611. || Zachowuje właściwości trudnopalne przez co najmniej 100 cykli prania.",welding,Hutnictwo i spawalnictwo,Metallurgy and welding,90,energy,Energetyka,Energy sector,70,https://ariteks.pl/ariteks/fabrics/arwowear-t31-flame-pro/images/arwowear-t31-flame-pro-main-pic-m__9c60dfe6d7.jpg,https://ariteks.pl/fabrics/arwowear-flame-arc-pro/arwowear-t31-flame-pro,https://ariteks.pl/en/fabrics/arwowear-flame-arc-pro/arwowear-t31-flame-pro,https://ariteks.pl/fabrics/arwowear-flame-arc-pro,https://ariteks.pl/en/fabrics/arwowear-flame-arc-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t31-flame-pro/documents/arwowear-t31-flame-pro-ds__a03a0f47b0.pdf,,https://ariteks.pl/ariteks/fabrics/arwowear-t31-flame-pro/data/fabric-complete-record.json,10,24
arwowear-t0-flame-arc-pro,ArWoWear T0 Flame Arc Pro,ArWoWear Flame Arc Pro,arwowear-flame-arc-pro,fr-antistatic,Trudnopalne antystatyczne,FR antistatic workwear,150 g/m²,150,99% CO 1% CF,1/1 Plain,plain,co|cf,fr|antistatic|wash-100,EN ISO 11612|EN ISO 14116|EN 1149|OEKO-TEX 100,"99% Bawełna 1% Węgiel Splot Płócienny, Tkanina Trudnopalna Antystatyczna, 150 g/m²","99% Cotton 1% Carbon Plain, Flame Retardant Antistatic Fabric, 150 gr/m'2","150 g/m², 99% Bawełna 1% Węgiel, Barwiona Barwnikami Kadziowymi, Trudnopalna (Trwałość do 100 Prań), Antystatyczna, Tkanina w Splocie Płóciennym 1/1","150 g/m², 99% Cotton 1% Carbon, VAT Dyed, Flame Retardant (100 Wash Resistant), Antistatic, 1/1 Plain Fabric","ArWoWear T0 Flame Arc Pro to tkanina koszulowa o gramaturze 150 g/m², wykonana w 99% z bawełny i w 1% z włókna węglowego, barwiona barwnikami kadziowymi, trudnopalna i antystatyczna. || Posiada właściwości trudnopalne potwierdzone certyfikatem EN ISO 11612. || Dzięki zastosowaniu włókien węglowych po wewnętrznej stronie tkaniny uzyskano certyfikat antystatyczny. (EN 1149-5) || Zachowuje właściwości ochronne przez co najmniej 100 cykli prania.",workwear-industrial,Odzież robocza i przemysłowa,Workwear and industrial apparel,72,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t0-flame-arc-pro/images/arwowear-t0-flame-arc-pro-main-pic-m__51bd60691e.jpg,https://ariteks.pl/fabrics/arwowear-flame-arc-pro/arwowear-t0-flame-arc-pro,https://ariteks.pl/en/fabrics/arwowear-flame-arc-pro/arwowear-t0-flame-arc-pro,https://ariteks.pl/fabrics/arwowear-flame-arc-pro,https://ariteks.pl/en/fabrics/arwowear-flame-arc-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t0-flame-arc-pro/documents/arwowear-t0-flame-arc-pro-ds__621590ab1a.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t0-flame-arc-pro/documents/certificate-arwowear-t0-static-pro-en-1149__5403ce75c2.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t0-flame-arc-pro/documents/test-report-arwowear-t0-static-pro-en-1149__343eea6ba1.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t0-flame-arc-pro/documents/arwowear-t0-flame-arc-pro-en-14116-certificate__3a9c7fcc82.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t0-flame-arc-pro/documents/arwowear-t0-flame-arc-pro-en-14116-test-report__899f835fc4.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t0-flame-arc-pro/data/fabric-complete-record.json,2,22
